SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1962408,329453,Consumer loans,,204039,204039,,204039,SUNDAY,13,Y,1,,,,XAP,Unused offer,-791,Cash through the bank,CLIENT,Family,Repeater,Construction Materials,XNA,XNA,Stone,3242,Construction,,XNA,POS industry with interest,,,,,,
1547680,181047,Consumer loans,8838.765,96511.5,93334.5,11583,96511.5,MONDAY,12,Y,1,0.120236757,,,XAP,Approved,-2870,Cash through the bank,XAP,Family,New,Other,POS,XNA,Stone,3242,Construction,12,low_normal,POS industry without interest,365243,-2839,-2509,-2509,-2507,1
1316742,425927,Consumer loans,11293.2,102600,92340,10260,102600,TUESDAY,13,Y,1,0.108909091,,,XAP,Approved,-1252,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,110,Furniture,10,middle,POS industry with interest,365243,-1221,-951,-951,-946,0
1692512,451870,Consumer loans,6073.785,54954,54679.5,5499,54954,SUNDAY,18,Y,1,0.099519112,,,XAP,Approved,-375,Cash through the bank,XAP,,New,Photo / Cinema Equipment,POS,XNA,Country-wide,2425,Consumer electronics,12,high,POS household with interest,365243,-344,-14,-14,365243,0
2206714,352779,Consumer loans,8779.815,166347,194890.5,0,166347,SATURDAY,12,Y,1,0,,,XAP,Approved,-987,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Country-wide,2586,Consumer electronics,24,low_action,POS household without interest,365243,-956,-266,-416,-412,0
1217611,403881,Consumer loans,9201.87,87151.5,99054,0,87151.5,TUESDAY,14,Y,1,0,,,XAP,Approved,-165,Cash through the bank,XAP,Children,Repeater,Mobile,POS,XNA,Country-wide,2586,Consumer electronics,12,low_action,POS household without interest,365243,-135,195,365243,365243,1
2525851,238577,Consumer loans,25707.195,139500,145485,0,139500,SATURDAY,14,Y,1,0,,,XAP,Approved,-1094,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,81,Clothing,6,low_normal,POS industry with interest,365243,-1062,-912,-912,-904,0
1388072,224678,Consumer loans,11754.81,117562.5,105804,11758.5,117562.5,FRIDAY,19,Y,1,0.108929935,,,XAP,Approved,-2547,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,2256,Consumer electronics,10,low_normal,POS household without interest,365243,-2516,-2246,-2336,-2328,0
2725488,383920,Consumer loans,8171.19,81724.095,73548,8176.095,81724.095,TUESDAY,14,Y,1,0.108958205,,,XAP,Refused,-2611,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,POS,XNA,Country-wide,2761,Consumer electronics,10,low_normal,POS household without interest,,,,,,
1948490,313500,Cash loans,52233.435,1134000,1232793,,1134000,MONDAY,13,Y,1,,,,XNA,Approved,-700,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-670,380,-280,-274,1
2791457,294613,Revolving loans,15750,0,315000,,,SATURDAY,10,Y,1,,,,XAP,Approved,-1265,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2791476,136910,Cash loans,29922.48,315000,377113.5,,315000,WEDNESDAY,9,Y,1,,,,XNA,Approved,-1069,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,walk-in,AP+ (Cash loan),5,XNA,24,high,Cash Street: high,365243,-1039,-349,-709,-701,1
2593236,136175,Cash loans,13201.605,90000,110146.5,0,90000,WEDNESDAY,14,Y,1,0,,,Repairs,Approved,-1660,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,walk-in,Credit and cash offices,0,XNA,12,high,Cash Street: high,365243,-1629,-1299,-1299,-1293,0
2330390,198370,Revolving loans,11250,0,225000,,0,THURSDAY,12,Y,1,,,,XAP,Refused,-1419,XNA,HC,,Repeater,XNA,Cards,walk-in,Credit and cash offices,0,XNA,0,XNA,Card Street,,,,,,
2069850,399912,Cash loans,57000.825,1237500,1345311,,1237500,MONDAY,11,Y,1,,,,XNA,Approved,-763,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36,low_normal,Cash X-Sell: low,365243,-733,317,-463,-456,1
2023435,159911,Cash loans,15505.335,225000,288567,,225000,FRIDAY,14,Y,1,,,,XNA,Approved,-889,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24,low_normal,Cash X-Sell: low,365243,-859,-169,-739,-732,1
2654754,227074,Cash loans,,0,0,,,MONDAY,16,Y,1,,,,XNA,Canceled,-511,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
2222452,133901,Cash loans,35396.1,1395000,1395000,,1395000,TUESDAY,10,Y,1,,,,XNA,Refused,-115,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,60,low_action,Cash X-Sell: low,,,,,,
2652383,300427,Cash loans,36108.72,450000,481185,,450000,FRIDAY,9,Y,1,,,,XNA,Approved,-879,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18,middle,Cash Street: middle,365243,-849,-339,-849,-842,1
1227638,300427,Cash loans,30205.35,450000,491580,,450000,SATURDAY,13,Y,1,,,,Other,Refused,-542,Cash through the bank,VERIF,,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,24,middle,Cash Street: middle,,,,,,
2519363,293040,Cash loans,8142.21,81000,81000,,81000,THURSDAY,16,Y,1,,,,XNA,Refused,-270,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12,middle,Cash X-Sell: middle,,,,,,
1679616,366620,Cash loans,15156,180000,180000,0,180000,THURSDAY,15,Y,1,0,,,XNA,Refused,-2269,XNA,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18,high,Cash Street: high,,,,,,
1018458,218799,Cash loans,,0,0,,,SATURDAY,15,Y,1,,,,XNA,Canceled,-191,XNA,XAP,,New,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1102390,247883,Cash loans,19037.475,270000,340929,,270000,MONDAY,11,Y,1,,,,XNA,Approved,-719,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,365243,-689,1,-25,-20,1
2190276,133366,Cash loans,18341.1,90000,92970,0,90000,WEDNESDAY,14,Y,1,0,,,XNA,Approved,-2234,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6,high,Cash Street: high,365243,-2204,-2054,-2054,-2048,1
2583998,291442,Cash loans,30496.5,675000,675000,,675000,WEDNESDAY,18,Y,1,,,,XNA,Approved,-1276,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36,middle,Cash Street: middle,365243,-1246,-196,-226,-221,0
2291567,297338,Cash loans,28873.17,450000,491580,,450000,THURSDAY,13,Y,1,,,,XNA,Approved,-668,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-638,52,365243,365243,1
1758656,301780,Revolving loans,40500,0,810000,,,TUESDAY,15,Y,1,,,,XAP,Refused,-755,XNA,HC,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
1091665,141179,Cash loans,20172.6,180000,180000,0,180000,MONDAY,16,Y,1,0,,,Everyday expenses,Refused,-2136,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,high,Cash Street: high,,,,,,
2746624,312289,Consumer loans,7325.1,77350.5,77350.5,0,77350.5,SATURDAY,18,Y,1,0,,,XAP,Approved,-1385,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,144,Consumer electronics,12,low_normal,POS household without interest,365243,-1354,-1024,-1084,-1076,0
2310466,113887,Cash loans,35886.87,720000,794133,,720000,TUESDAY,8,Y,1,,,,XNA,Approved,-1074,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,XNA,36,middle,Cash X-Sell: middle,365243,-1044,6,365243,365243,1
1188299,396665,Consumer loans,7491.78,38925,36742.5,3915,38925,SUNDAY,8,Y,1,0.104870956,,,XAP,Approved,-1753,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,6,high,POS mobile with interest,365243,-1714,-1564,-1624,-1620,0
2794705,428824,Consumer loans,8579.97,119277,144468,0,119277,FRIDAY,12,Y,1,0,,,XAP,Approved,-378,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,2000,Consumer electronics,24,middle,POS household with interest,365243,-347,343,365243,365243,0
1352115,364411,Consumer loans,3781.89,30595.5,23845.5,6750,30595.5,TUESDAY,12,Y,1,0.240275976,,,XAP,Refused,-2657,Cash through the bank,HC,Family,New,Mobile,POS,XNA,Country-wide,2000,Consumer electronics,8,high,POS household with interest,,,,,,
2363523,137707,Consumer loans,4288.86,34191,42556.5,0,34191,SATURDAY,8,Y,1,0,,,XAP,Refused,-607,Cash through the bank,LIMIT,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,2000,Consumer electronics,12,middle,POS household with interest,,,,,,
1976844,152913,Consumer loans,5303.745,44995.5,28332,18000,44995.5,SATURDAY,16,Y,1,0.423112241,,,XAP,Approved,-1668,Cash through the bank,XAP,Other_B,New,Audio/Video,POS,XNA,Country-wide,2000,Consumer electronics,6,middle,POS household with interest,365243,-1637,-1487,-1487,-1485,0
1437702,256765,Consumer loans,4915.44,22495.5,26581.5,0,22495.5,TUESDAY,12,Y,1,0,,,XAP,Approved,-300,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,2000,Consumer electronics,6,middle,POS household with interest,365243,-269,-119,-179,-176,0
1446918,218764,Consumer loans,22522.23,282136.5,283081.5,28215,282136.5,SATURDAY,12,Y,1,0.098712,,,XAP,Approved,-1507,Cash through the bank,XAP,"Spouse, partner",New,Homewares,POS,XNA,Country-wide,2417,Consumer electronics,18,middle,POS household with interest,365243,-1476,-966,-966,-960,0
1767126,386836,Cash loans,12466.035,180000,203760,,180000,SUNDAY,14,Y,1,,,,XNA,Approved,-758,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-728,-38,-38,-30,1
2311209,119529,Cash loans,,0,0,,,TUESDAY,11,Y,1,,,,XNA,Refused,-263,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2281632,216073,Cash loans,,0,0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-422,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1668613,425273,Revolving loans,10125,202500,202500,,202500,MONDAY,15,Y,1,,,,XAP,Refused,-28,XNA,HC,"Spouse, partner",Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
1060232,349583,Cash loans,40783.995,1350000,1546020,,1350000,WEDNESDAY,11,Y,1,,,,XNA,Refused,-231,Cash through the bank,XNA,Other_B,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_action,Cash Street: low,,,,,,
1014140,232749,Revolving loans,,0,0,,,FRIDAY,11,Y,1,,,,XAP,Canceled,-197,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2563810,215125,Cash loans,,0,0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-346,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1823295,297489,Cash loans,,0,0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-97,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2599445,269092,Cash loans,30640.365,360000,388512,,360000,MONDAY,12,Y,1,,,,XNA,Refused,-212,Cash through the bank,HC,Family,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,,,,,,
1646097,224333,Revolving loans,,0,0,,,SATURDAY,9,Y,1,,,,XAP,Canceled,-367,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1094043,294823,Cash loans,,0,0,,,MONDAY,8,Y,1,,,,XNA,Canceled,-149,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1246022,160075,Cash loans,,0,0,,,WEDNESDAY,9,Y,1,,,,XNA,Canceled,-174,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1102843,181376,Cash loans,54366.795,900000,971280,,900000,WEDNESDAY,16,Y,1,,,,XNA,Approved,-89,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,365243,-59,631,365243,365243,1
1004308,328171,Revolving loans,2250,45000,45000,,45000,MONDAY,10,Y,1,,,,XAP,Approved,-560,XNA,XAP,,New,XNA,Cards,walk-in,Regional / Local,200,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
2534376,374329,Cash loans,42646.05,1350000,1546020,,1350000,WEDNESDAY,13,Y,1,,,,Repairs,Refused,-78,Cash through the bank,VERIF,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60,low_normal,Cash Street: low,,,,,,
1894892,231247,Consumer loans,13092.84,60480,63675,0,60480,MONDAY,12,Y,1,0,,,XAP,Approved,-149,XNA,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Stone,20,Connectivity,6,high,POS mobile with interest,365243,-119,31,365243,365243,1
1913213,433979,Consumer loans,978.345,15772.5,21717,0,15772.5,SUNDAY,15,Y,1,0,,,XAP,Refused,-291,Cash through the bank,LIMIT,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,1200,Consumer electronics,24,low_action,POS household without interest,,,,,,
2728077,210129,Consumer loans,4984.065,54423,54423,0,54423,SATURDAY,10,Y,1,0,,,XAP,Approved,-625,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Stone,1200,Consumer electronics,12,low_action,POS household without interest,365243,-594,-264,-594,-589,0
2218364,117717,Consumer loans,8294.175,109215,126513,0,109215,THURSDAY,13,Y,1,0,,,XAP,Refused,-560,Cash through the bank,LIMIT,,Repeater,Computers,POS,XNA,Stone,1200,Consumer electronics,18,low_normal,POS household with interest,,,,,,
2821884,381776,Cash loans,12428.235,229500,260550,,229500,SATURDAY,11,Y,1,,,,XNA,Approved,-691,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30,low_normal,Cash X-Sell: low,365243,-661,209,-181,-179,1
1854770,329133,Cash loans,,0,0,,,TUESDAY,11,Y,1,,,,XNA,Canceled,-467,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1307371,292919,Cash loans,33490.485,450000,481185,,450000,THURSDAY,18,Y,1,,,,Repairs,Approved,-532,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18,low_normal,Cash Street: low,365243,-502,8,-112,-110,0
2209747,348433,Cash loans,,0,0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-304,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1895099,417214,Cash loans,29571.3,450000,512370,,450000,WEDNESDAY,18,Y,1,,,,XNA,Approved,-1029,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,high,Cash X-Sell: high,365243,-999,51,-909,-906,1
1172399,337290,Revolving loans,,0,0,,,SUNDAY,12,Y,1,,,,XAP,Canceled,-390,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1257742,227846,Cash loans,31886.685,1012500,1159515,,1012500,TUESDAY,12,Y,1,,,,XNA,Approved,-331,Cash through the bank,XAP,Other_B,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,365243,-301,1469,365243,365243,1
1273465,192829,Cash loans,,0,0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-96,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1677662,268407,Revolving loans,,0,0,,,WEDNESDAY,11,Y,1,,,,XAP,Canceled,-157,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1342846,322602,Cash loans,,0,0,,,THURSDAY,14,Y,1,,,,XNA,Refused,-286,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2661063,180906,Cash loans,15300.45,495000,495000,,495000,MONDAY,16,Y,1,,,,Repairs,Approved,-790,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,54,low_normal,Cash Street: low,365243,-754,836,365243,365243,0
1273427,103191,Cash loans,,0,0,,,THURSDAY,9,Y,1,,,,XNA,Canceled,-103,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2792224,252127,Cash loans,7273.8,202500,202500,,202500,FRIDAY,18,Y,1,,,,XNA,Approved,-205,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,365243,-175,1235,365243,365243,0
2661066,129613,Consumer loans,10425.96,130455,100345.5,39150,130455,THURSDAY,14,Y,1,0.305657954,,,XAP,Approved,-1383,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,88,Consumer electronics,12,middle,POS household with interest,,,,,,
2829296,256657,Cash loans,56869.74,1125000,1255680,,1125000,FRIDAY,15,Y,1,,,,XNA,Refused,-237,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),20,XNA,48,middle,Cash X-Sell: middle,,,,,,
1329890,293103,Consumer loans,5752.89,48645,52924.5,0,48645,TUESDAY,6,Y,1,0,,,XAP,Approved,-815,XNA,XAP,,New,Computers,POS,XNA,Regional / Local,149,Consumer electronics,10,low_action,POS household without interest,365243,-784,-514,-724,-719,0
1919397,360380,Consumer loans,5315.04,82170,93789,0,82170,THURSDAY,9,Y,1,0,,,XAP,Approved,-272,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Regional / Local,149,Consumer electronics,24,middle,POS household with interest,365243,-241,449,365243,365243,0
2099163,349071,Consumer loans,11149.83,57285,63553.5,0,57285,SATURDAY,6,Y,1,0,,,XAP,Approved,-423,XNA,XAP,Family,Repeater,Mobile,POS,XNA,Regional / Local,149,Consumer electronics,6,low_action,POS household without interest,365243,-393,-243,-243,-233,1
1465741,266356,Consumer loans,17869.545,96075,101146.5,0,96075,SATURDAY,15,Y,1,0,,,XAP,Approved,-530,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,60,Consumer electronics,6,low_normal,POS household with interest,365243,-499,-349,-469,-466,0
2370345,300071,Consumer loans,20523.105,202500,219874.5,0,202500,THURSDAY,10,Y,1,0,,,XAP,Approved,-749,Cash through the bank,XAP,Unaccompanied,New,Construction Materials,POS,XNA,Stone,324,Construction,12,low_normal,POS industry with interest,365243,-718,-388,-628,-619,0
2448999,343169,Consumer loans,11272.86,92704.5,92704.5,0,92704.5,SATURDAY,12,Y,1,0,,,XAP,Approved,-1355,Cash through the bank,XAP,Unaccompanied,New,Homewares,POS,XNA,Stone,596,Furniture,12,high,POS industry with interest,365243,-1319,-989,-989,-982,0
1207307,307264,Consumer loans,45428.175,316935,253548,63387,316935,FRIDAY,12,Y,1,0.217818182,,,XAP,Approved,-388,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Country-wide,170,Clothing,6,low_normal,POS industry with interest,365243,-351,-201,-291,-288,0
1552273,258660,Consumer loans,6757.2,112203,112203,0,112203,SUNDAY,11,Y,1,0,,,XAP,Refused,-1226,Cash through the bank,LIMIT,Family,Repeater,Computers,POS,XNA,Country-wide,1810,Consumer electronics,24,middle,POS household with interest,,,,,,
2106881,111425,Consumer loans,5322.15,96088.5,115114.5,0,96088.5,THURSDAY,15,Y,1,0,,,XAP,Approved,-1747,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,1810,Consumer electronics,24,low_action,POS household without interest,365243,-1715,-1025,-1205,-1198,0
2038188,147997,Consumer loans,,24480,24480,0,24480,MONDAY,10,Y,1,0,,,XAP,Unused offer,-478,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,45,Connectivity,,XNA,POS mobile with interest,,,,,,
1646825,144834,Consumer loans,2755.44,17955,21586.5,900,17955,MONDAY,16,Y,1,0.04358979,,,XAP,Approved,-1331,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,44,Connectivity,12,high,POS mobile with interest,365243,-1300,-970,-1210,-1205,0
2031365,430623,Cash loans,26145.45,180000,220302,,180000,TUESDAY,11,Y,1,,,,Other,Approved,-637,Cash through the bank,XAP,,Refreshed,XNA,Cash,walk-in,Country-wide,44,Connectivity,12,high,Cash Street: high,365243,-607,-277,-277,-268,1
2767006,415537,Consumer loans,7554.51,68715,68715,0,68715,SUNDAY,15,Y,1,0,,,XAP,Approved,-510,Cash through the bank,XAP,Family,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,44,Connectivity,14,high,POS mobile with interest,365243,-479,-89,-89,-83,0
1264847,392497,Consumer loans,2812.905,29695.5,26577,5940,29695.5,SUNDAY,11,Y,1,0.198948242,,,XAP,Approved,-267,Cash through the bank,XAP,Family,Refreshed,Mobile,POS,XNA,Country-wide,44,Connectivity,12,middle,POS mobile with interest,365243,-237,93,-147,-141,1
1833462,261710,Consumer loans,15049.44,106200,102307.5,10620,106200,SATURDAY,13,Y,1,0.102420982,,,XAP,Approved,-956,Cash through the bank,XAP,Family,Refreshed,Audio/Video,POS,XNA,Regional / Local,10,Consumer electronics,8,middle,POS household with interest,365243,-925,-715,-925,-920,0
1778329,298453,Cash loans,13920.525,355500,421195.5,,355500,MONDAY,9,Y,1,,,,XNA,Approved,-183,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),50,XNA,48,low_normal,Cash X-Sell: low,365243,-153,1257,365243,365243,1
1341699,238382,Cash loans,26703.855,697500,807984,,697500,SATURDAY,7,Y,1,,,,XNA,Refused,-261,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),50,XNA,48,low_normal,Cash X-Sell: low,,,,,,
2028263,129669,Consumer loans,11539.935,104908.5,104908.5,0,104908.5,SUNDAY,11,Y,1,0,,,XAP,Approved,-355,XNA,XAP,,Repeater,Homewares,POS,XNA,Country-wide,100,Construction,10,low_normal,POS other with interest,365243,-319,-49,-49,-47,0
2504667,303575,Consumer loans,24900.3,243000,262246.5,0,243000,SATURDAY,11,Y,1,0,,,XAP,Approved,-4,Cash through the bank,XAP,Family,Repeater,Construction Materials,POS,XNA,Stone,40,Construction,12,low_normal,POS industry with interest,365243,365243,360,365243,365243,0
1980532,443382,Consumer loans,7058.115,57600,63301.5,0,57600,FRIDAY,9,Y,1,0,,,XAP,Approved,-1785,Cash through the bank,XAP,"Spouse, partner",Repeater,Auto Accessories,POS,XNA,Stone,40,Industry,12,high,POS other with interest,365243,-1751,-1421,-1511,-1503,0
2483372,389716,Consumer loans,27127.8,270000,243000,27000,270000,SUNDAY,13,Y,1,0.108909091,,,XAP,Refused,-1380,XNA,HC,Family,Repeater,Clothing and Accessories,POS,XNA,Regional / Local,15,Clothing,10,low_normal,POS industry with interest,,,,,,
2340922,283880,Consumer loans,13136.49,120825,133582.5,0,120825,FRIDAY,10,Y,1,0,,,XAP,Approved,-655,Cash through the bank,XAP,,New,Clothing and Accessories,POS,XNA,Regional / Local,15,Clothing,12,middle,POS industry with interest,365243,-624,-294,-564,-562,0
2391172,306717,Consumer loans,11568.105,113404.5,112837.5,11344.5,113404.5,SATURDAY,9,Y,1,0.099492614,,,XAP,Approved,-251,Cash through the bank,XAP,Family,New,Clothing and Accessories,POS,XNA,Regional / Local,15,Clothing,12,middle,POS industry with interest,365243,-220,110,365243,365243,0
1184361,320774,Revolving loans,2250,45000,45000,,45000,WEDNESDAY,9,Y,1,,,,XAP,Approved,-148,XNA,XAP,Family,Repeater,XNA,Cards,walk-in,Regional / Local,15,Clothing,0,XNA,Card Street,365243,365243,365243,365243,365243,0
2480907,273635,Consumer loans,,315900,315900,,315900,FRIDAY,15,Y,1,,,,XAP,Unused offer,-1125,Cash through the bank,CLIENT,Family,New,Clothing and Accessories,XNA,XNA,Regional / Local,15,Clothing,,XNA,POS industry with interest,,,,,,
2468595,169948,Consumer loans,14567.85,78322.5,82458,0,78322.5,SATURDAY,10,Y,1,0,,,XAP,Approved,-775,Cash through the bank,XAP,"Spouse, partner",Refreshed,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,6,low_normal,POS household with interest,365243,-744,-594,-654,-648,0
1596383,438248,Consumer loans,9399.15,104697,121279.5,0,104697,SATURDAY,9,Y,1,0,,,XAP,Approved,-1109,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,1000,Consumer electronics,18,middle,POS household with interest,365243,-1078,-568,-568,-562,0
2080685,183577,Consumer loans,7027.155,130059,155812.5,0,130059,FRIDAY,11,Y,1,0,,,XAP,Approved,-1098,Cash through the bank,XAP,"Spouse, partner",New,Computers,POS,XNA,Country-wide,1000,Consumer electronics,24,low_action,POS household without interest,365243,-1067,-377,-377,-375,0
2770511,262102,Revolving loans,10125,202500,202500,,202500,TUESDAY,14,Y,1,,,,XAP,Refused,-541,XNA,LIMIT,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),10,XNA,0,XNA,Card Street,,,,,,
